date,campaign,channel,region,impressions,clicks,spend,leads,mqls,sqls,opportunities,deals,revenue
2023-09-01,Reactivation Campaign,Paid Social,APAC,24086,261,172.51,11,8,4,1,1,1153.86
2023-09-01,Reactivation Campaign,Paid Social,LATAM,23113,676,582.5,40,25,14,7,2,1921.69
2023-09-01,Reactivation Campaign,Organic Search,North America,40940,1448,96.61,147,87,51,22,7,11115.38
2023-09-01,Reactivation Campaign,Organic Search,EMEA,22290,945,79.47,101,51,27,12,5,5861.52
2023-09-01,Reactivation Campaign,Organic Search,APAC,25010,520,37.02,57,31,16,7,2,2174.66
2023-09-01,Reactivation Campaign,Organic Search,LATAM,19072,382,25.51,37,26,17,9,2,1977.79
2023-09-01,Reactivation Campaign,Referral,North America,10337,691,258.09,145,81,63,37,17,20487.0
2023-09-01,Reactivation Campaign,Referral,EMEA,12657,511,97.12,102,73,53,23,7,8173.45
2023-09-01,Reactivation Campaign,Referral,APAC,11489,953,364.16,207,107,70,44,10,11951.7
2023-09-01,Reactivation Campaign,Referral,LATAM,8965,795,154.05,177,96,54,25,11,8659.96
2023-10-01,Spring Launch 2023,Email,North America,23749,3635,1128.24,741,518,325,142,67,101296.69
2023-10-01,Spring Launch 2023,Email,EMEA,17833,1455,799.4,229,150,98,56,16,20141.87
2023-10-01,Spring Launch 2023,Email,APAC,18547,2817,809.36,605,306,214,124,48,43304.22
2023-10-01,Spring Launch 2023,Email,LATAM,14613,1634,943.45,259,183,98,67,15,12535.57
2023-10-01,Spring Launch 2023,Paid Search,North America,40861,1987,3418.5,214,145,115,63,20,26653.83
2023-10-01,Spring Launch 2023,Paid Search,EMEA,51377,3520,3355.12,403,220,144,89,25,35437.59
2023-10-01,Spring Launch 2023,Paid Search,APAC,41770,3703,5130.62,454,287,228,95,36,45890.35
2023-10-01,Spring Launch 2023,Paid Search,LATAM,32392,1403,1126.03,151,105,55,22,8,8183.64
2023-10-01,Spring Launch 2023,Paid Social,North America,47791,1339,653.0,67,38,26,17,3,4262.47
2023-10-01,Spring Launch 2023,Paid Social,EMEA,36458,1205,857.25,50,39,19,12,2,2392.05
2023-10-01,Spring Launch 2023,Paid Social,APAC,25279,497,215.2,21,14,10,4,1,938.22
2023-10-01,Spring Launch 2023,Paid Social,LATAM,31579,484,470.03,20,14,10,4,1,948.87
2023-10-01,Spring Launch 2023,Organic Search,North America,45365,2197,259.9,238,183,99,47,23,29346.1
2023-10-01,Spring Launch 2023,Organic Search,EMEA,32994,1170,97.74,137,89,59,40,15,20560.58
2023-10-01,Spring Launch 2023,Organic Search,APAC,23298,1170,162.47,136,79,53,23,6,7189.39
2023-10-01,Spring Launch 2023,Organic Search,LATAM,20629,855,54.03,76,39,20,8,2,1798.77
2023-10-01,Spring Launch 2023,Referral,North America,13269,731,263.17,169,123,79,54,19,28504.38
2023-10-01,Spring Launch 2023,Referral,EMEA,9360,756,282.34,173,127,64,27,12,16030.61
2023-10-01,Spring Launch 2023,Referral,APAC,7431,592,185.42,123,90,59,24,9,9822.36
2023-10-01,Spring Launch 2023,Referral,LATAM,8133,669,124.35,149,91,57,39,8,6935.67
2023-10-01,Brand Awareness 2023,Email,North America,28612,2925,1046.9,439,230,136,55,19,24024.36
2023-10-01,Brand Awareness 2023,Email,EMEA,21792,2917,752.93,431,229,170,79,24,24787.25
2023-10-01,Brand Awareness 2023,Email,APAC,19921,2754,686.14,541,427,243,104,29,27506.67
2023-10-01,Brand Awareness 2023,Email,LATAM,17962,2601,1313.77,456,297,231,118,25,21577.98
2023-10-01,Brand Awareness 2023,Paid Search,North America,59614,4803,3642.87,537,369,199,105,27,44603.03
2023-10-01,Brand Awareness 2023,Paid Search,EMEA,49484,3981,4628.73,556,345,238,125,41,43906.76
2023-10-01,Brand Awareness 2023,Paid Search,APAC,46142,1930,1741.32,234,155,86,43,20,19280.68
2023-10-01,Brand Awareness 2023,Paid Search,LATAM,28842,2529,3089.05,362,192,144,74,28,23539.95
2023-10-01,Brand Awareness 2023,Paid Social,North America,43051,1051,774.79,44,29,16,10,4,6031.25
2023-10-01,Brand Awareness 2023,Paid Social,EMEA,25845,1017,1206.25,42,25,18,9,4,5443.05
2023-10-01,Brand Awareness 2023,Paid Social,APAC,26236,833,576.08,38,28,18,8,3,3483.07
2023-10-01,Brand Awareness 2023,Paid Social,LATAM,17713,402,191.29,24,17,12,6,2,1672.92
2023-10-01,Brand Awareness 2023,Organic Search,North America,41134,1405,157.24,149,75,48,23,7,9004.09
2023-10-01,Brand Awareness 2023,Organic Search,EMEA,32639,1517,103.36,144,93,66,32,15,17961.81
2023-10-01,Brand Awareness 2023,Organic Search,APAC,31337,652,71.9,72,44,33,22,8,9089.07
2023-10-01,Brand Awareness 2023,Organic Search,LATAM,24604,1349,137.61,123,97,76,43,19,16144.69
2023-10-01,Brand Awareness 2023,Referral,North America,13244,783,153.74,141,84,46,23,10,16917.29
2023-10-01,Brand Awareness 2023,Referral,EMEA,9567,581,87.82,95,56,33,14,5,6382.39
2023-10-01,Brand Awareness 2023,Referral,APAC,10165,509,152.57,108,67,44,18,8,9305.58
2023-10-01,Brand Awareness 2023,Referral,LATAM,7743,424,153.44,71,47,27,15,3,3451.48
2023-10-01,Retention Push Q1,Email,North America,21735,3053,1664.93,485,365,228,105,38,45445.49
2023-10-01,Retention Push Q1,Email,EMEA,15214,1683,747.51,338,206,128,63,20,21501.58
2023-10-01,Retention Push Q1,Email,APAC,22808,3165,1364.87,490,266,166,74,33,39107.35
2023-10-01,Retention Push Q1,Email,LATAM,16543,2043,476.86,363,281,165,110,23,20598.42
2023-10-01,Retention Push Q1,Paid Search,North America,41677,3005,5666.31,388,296,174,85,35,46616.38
2023-10-01,Retention Push Q1,Paid Search,EMEA,51118,3578,2701.63,489,271,143,60,21,28298.59
2023-10-01,Retention Push Q1,Paid Search,APAC,42157,2269,3644.85,295,231,146,64,25,23423.93
2023-10-01,Retention Push Q1,Paid Search,LATAM,36108,1109,1115.79,135,71,48,33,6,5770.34
2023-10-01,Retention Push Q1,Paid Social,North America,40668,512,307.37,25,19,12,5,2,2362.19
2023-10-01,Retention Push Q1,Paid Social,EMEA,25264,259,207.09,12,6,4,2,1,1053.93
2023-10-01,Retention Push Q1,Paid Social,APAC,23808,461,377.33,20,13,9,4,1,1271.64
2023-10-01,Retention Push Q1,Paid Social,LATAM,30514,855,770.1,48,26,15,9,2,2092.54
2023-10-01,Retention Push Q1,Organic Search,North America,37984,2277,219.79,203,139,90,36,8,10246.31
2023-10-01,Retention Push Q1,Organic Search,EMEA,38239,1980,103.2,190,144,87,49,17,17243.35
2023-10-01,Retention Push Q1,Organic Search,APAC,26418,1305,90.87,138,103,78,44,12,15018.75
2023-10-01,Retention Push Q1,Organic Search,LATAM,15115,619,42.02,54,36,28,14,5,4130.9
2023-10-01,Retention Push Q1,Referral,North America,9087,392,115.9,71,45,26,10,2,3403.32
2023-10-01,Retention Push Q1,Referral,EMEA,8797,865,332.57,168,132,84,46,20,19294.18
2023-10-01,Retention Push Q1,Referral,APAC,9474,805,103.04,174,137,103,66,14,13977.53
2023-10-01,Retention Push Q1,Referral,LATAM,8138,524,123.57,99,69,41,16,5,4373.28
2023-10-01,Retention Push Q3,Email,North America,25493,4060,2197.89,633,370,229,135,27,43693.5
2023-10-01,Retention Push Q3,Email,EMEA,15702,2143,983.69,450,226,126,66,27,35322.19
2023-10-01,Retention Push Q3,Email,APAC,19470,2255,802.46,343,215,119,75,34,31463.62
2023-10-01,Retention Push Q3,Email,LATAM,17042,2041,1044.45,434,235,165,75,20,20607.97
2023-10-01,Retention Push Q3,Paid Search,North America,39200,1804,1656.04,181,116,69,45,9,13068.78
2023-10-01,Retention Push Q3,Paid Search,EMEA,51717,2982,3268.72,414,209,153,72,22,29798.3
2023-10-01,Retention Push Q3,Paid Search,APAC,28107,1330,2390.06,190,105,70,39,12,10871.81
2023-10-01,Retention Push Q3,Paid Search,LATAM,32459,1344,1471.14,183,114,61,39,19,16225.99
2023-10-01,Retention Push Q3,Paid Social,North America,47188,1706,1683.57,77,59,42,18,6,9083.23
2023-10-01,Retention Push Q3,Paid Social,EMEA,28255,363,327.64,17,12,7,4,1,1035.3
2023-10-01,Retention Push Q3,Paid Social,APAC,35621,545,377.15,31,19,10,6,2,2131.0
2023-10-01,Retention Push Q3,Paid Social,LATAM,30330,576,378.17,25,18,9,5,2,2091.66
2023-10-01,Retention Push Q3,Organic Search,North America,41990,1706,210.85,147,85,59,35,12,16556.0
2023-10-01,Retention Push Q3,Organic Search,EMEA,33018,817,48.31,87,45,31,20,9,12611.85
2023-10-01,Retention Push Q3,Organic Search,APAC,22185,842,111.53,76,50,32,17,3,2597.63
2023-10-01,Retention Push Q3,Organic Search,LATAM,26181,544,53.36,54,28,22,14,5,4948.82
2023-10-01,Retention Push Q3,Referral,North America,11537,556,132.54,98,75,53,24,8,11138.65
2023-10-01,Retention Push Q3,Referral,EMEA,8605,574,70.97,100,54,33,14,6,7334.8
2023-10-01,Retention Push Q3,Referral,APAC,10474,878,350.79,155,98,77,49,22,21665.53
2023-10-01,Retention Push Q3,Referral,LATAM,7378,553,164.06,113,74,39,20,8,6451.82
2023-10-01,Holiday Promo 2023,Email,North America,29258,4288,1031.62,844,644,494,264,120,205052.5
2023-10-01,Holiday Promo 2023,Email,EMEA,15132,1939,790.66,371,276,193,134,59,79624.91
2023-10-01,Holiday Promo 2023,Email,APAC,17230,2147,765.85,313,157,89,56,26,27727.66
2023-10-01,Holiday Promo 2023,Email,LATAM,11884,997,209.57,176,140,70,30,8,8304.45
2023-10-01,Holiday Promo 2023,Paid Search,North America,57828,3173,2497.32,426,250,144,85,26,52048.69
2023-10-01,Holiday Promo 2023,Paid Search,EMEA,37860,3200,4688.33,370,256,147,77,20,28341.33
2023-10-01,Holiday Promo 2023,Paid Search,APAC,39583,1322,1419.23,149,104,56,26,9,9666.61
2023-10-01,Holiday Promo 2023,Paid Search,LATAM,29111,2599,4914.94,293,199,143,92,29,33829.29
2023-10-01,Holiday Promo 2023,Paid Social,North America,34016,502,318.06,25,12,6,2,1,1833.19
2023-10-01,Holiday Promo 2023,Paid Social,EMEA,28184,476,273.48,22,16,8,4,1,1252.13
2023-10-01,Holiday Promo 2023,Paid Social,APAC,23466,488,487.51,24,12,9,4,1,1551.31
2023-10-01,Holiday Promo 2023,Paid Social,LATAM,17454,276,211.52,16,10,7,3,1,1163.41
2023-10-01,Holiday Promo 2023,Organic Search,North America,45776,1533,121.93,126,75,39,16,6,10882.32
2023-10-01,Holiday Promo 2023,Organic Search,EMEA,35392,1262,112.4,147,89,60,30,6,7014.59
2023-10-01,Holiday Promo 2023,Organic Search,APAC,23688,1315,132.81,116,87,67,31,6,8037.71
2023-10-01,Holiday Promo 2023,Organic Search,LATAM,25916,739,56.64,79,39,22,12,4,4366.39
2023-10-01,Holiday Promo 2023,Referral,North America,13238,694,214.68,144,103,71,38,8,12264.93
2023-10-01,Holiday Promo 2023,Referral,EMEA,8894,361,52.99,81,58,31,15,5,6255.63
2023-10-01,Holiday Promo 2023,Referral,APAC,10786,820,163.54,194,109,61,25,9,13769.42
2023-10-01,Holiday Promo 2023,Referral,LATAM,7769,529,81.34,126,90,58,37,15,15367.93
2023-10-01,Evergreen Nurture,Email,North America,20847,1684,912.25,326,259,159,97,29,35645.07
2023-10-01,Evergreen Nurture,Email,EMEA,19447,2326,1252.56,364,222,152,88,19,26546.33
2023-10-01,Evergreen Nurture,Email,APAC,21762,3409,1333.35,714,511,298,149,60,64998.27
2023-10-01,Evergreen Nurture,Email,LATAM,16239,2274,527.13,351,214,162,110,36,35710.51
2023-10-01,Evergreen Nurture,Paid Search,North America,37128,2494,4014.22,350,205,117,64,22,34075.1
2023-10-01,Evergreen Nurture,Paid Search,EMEA,39449,1975,1932.05,232,173,127,81,18,23691.84
2023-10-01,Evergreen Nurture,Paid Search,APAC,29922,2057,4033.05,252,185,146,82,26,28454.47
2023-10-01,Evergreen Nurture,Paid Search,LATAM,26474,1223,1795.1,168,124,86,56,16,14049.23
2023-10-01,Evergreen Nurture,Paid Social,North America,44569,749,781.81,35,26,20,9,2,2975.65
2023-10-01,Evergreen Nurture,Paid Social,EMEA,29912,999,942.68,41,29,14,6,1,1097.12
2023-10-01,Evergreen Nurture,Paid Social,APAC,24387,420,483.38,19,11,7,3,1,1094.98
2023-10-01,Evergreen Nurture,Paid Social,LATAM,24584,819,335.44,38,19,13,6,1,792.45
2023-10-01,Evergreen Nurture,Organic Search,North America,43904,1799,203.5,173,87,60,30,12,16519.18
2023-10-01,Evergreen Nurture,Organic Search,EMEA,23152,1261,132.01,125,63,38,22,4,3924.03
2023-10-01,Evergreen Nurture,Organic Search,APAC,34408,974,83.28,98,55,38,21,4,3476.42
2023-10-01,Evergreen Nurture,Organic Search,LATAM,27145,1302,191.68,155,121,87,60,13,14260.59
2023-10-01,Evergreen Nurture,Referral,North America,13930,969,368.45,190,128,93,47,11,18469.19
2023-10-01,Evergreen Nurture,Referral,EMEA,7824,405,145.49,93,73,51,22,7,8490.82
2023-10-01,Evergreen Nurture,Referral,APAC,10111,813,281.02,141,75,55,35,14,13825.35
2023-10-01,Evergreen Nurture,Referral,LATAM,8845,468,138.04,92,61,36,20,5,5563.17
2023-10-01,Product Upgrade Launch,Email,North America,23416,1888,748.87,315,171,119,56,18,28162.71
2023-10-01,Product Upgrade Launch,Email,EMEA,19104,1820,523.26,311,210,147,87,39,41487.96
2023-10-01,Product Upgrade Launch,Email,APAC,16830,2460,1233.25,482,360,202,94,40,41849.78
2023-10-01,Product Upgrade Launch,Email,LATAM,17577,2807,1405.85,520,316,191,115,38,40879.85
2023-10-01,Product Upgrade Launch,Paid Search,North America,39525,3386,4601.95,417,259,135,79,18,25207.93
2023-10-01,Product Upgrade Launch,Paid Search,EMEA,37866,2513,2886.39,323,217,157,97,44,46344.16
2023-10-01,Product Upgrade Launch,Paid Search,APAC,44938,1921,3463.66,218,152,91,58,27,33466.55
2023-10-01,Product Upgrade Launch,Paid Search,LATAM,31098,2070,3211.82,213,169,130,86,37,39041.49
2023-10-01,Product Upgrade Launch,Paid Social,North America,52768,2059,2319.96,97,67,47,27,9,10988.9
2023-10-01,Product Upgrade Launch,Paid Social,EMEA,43887,1206,806.09,52,31,19,9,2,2252.77
2023-10-01,Product Upgrade Launch,Paid Social,APAC,23276,837,473.96,35,19,15,9,1,1128.66
2023-10-01,Product Upgrade Launch,Paid Social,LATAM,23953,754,363.67,42,22,14,7,2,2027.78
2023-10-01,Product Upgrade Launch,Organic Search,North America,44530,1466,106.59,130,74,44,30,13,21573.93
2023-10-01,Product Upgrade Launch,Organic Search,EMEA,29383,1042,120.27,120,62,49,19,9,9242.55
2023-10-01,Product Upgrade Launch,Organic Search,APAC,20958,987,141.08,105,79,54,23,8,7374.58
2023-10-01,Product Upgrade Launch,Organic Search,LATAM,20697,678,79.18,70,45,25,14,4,4154.48
2023-10-01,Product Upgrade Launch,Referral,North America,11718,968,151.51,183,96,71,42,14,20713.67
2023-10-01,Product Upgrade Launch,Referral,EMEA,12770,963,104.17,221,144,107,73,25,32800.31
2023-10-01,Product Upgrade Launch,Referral,APAC,10532,938,297.21,220,125,84,53,22,26286.25
2023-10-01,Product Upgrade Launch,Referral,LATAM,6709,633,169.13,142,95,62,30,8,7761.42
2023-10-01,Webinar Series 2023,Email,North America,23073,1953,1007.23,363,238,131,63,22,30708.56
2023-10-01,Webinar Series 2023,Email,EMEA,15504,2076,678.21,333,208,163,80,31,39077.51
2023-10-01,Webinar Series 2023,Email,APAC,19176,2170,996.84,447,270,186,86,23,21221.39
2023-10-01,Webinar Series 2023,Email,LATAM,15853,2143,1028.46,363,224,114,76,16,14147.93
2023-10-01,Webinar Series 2023,Paid Search,North America,55072,4635,6492.27,617,447,251,111,32,54306.74
2023-10-01,Webinar Series 2023,Paid Search,EMEA,34263,2284,1988.85,238,153,94,42,14,19764.73
2023-10-01,Webinar Series 2023,Paid Search,APAC,27079,896,649.39,120,84,66,29,6,6008.44
2023-10-01,Webinar Series 2023,Paid Search,LATAM,23729,1167,1072.48,141,71,53,21,9,7843.25
2023-10-01,Webinar Series 2023,Paid Social,North America,32373,1067,1111.11,44,29,15,8,3,3468.81
2023-10-01,Webinar Series 2023,Paid Social,EMEA,32816,727,441.0,40,28,16,9,3,3510.74
2023-10-01,Webinar Series 2023,Paid Social,APAC,25578,680,697.44,31,20,12,8,2,1835.12
2023-10-01,Webinar Series 2023,Paid Social,LATAM,30935,1071,630.51,43,31,17,10,2,1905.45
2023-10-01,Webinar Series 2023,Organic Search,North America,31327,903,98.86,76,55,32,20,6,9148.22
2023-10-01,Webinar Series 2023,Organic Search,EMEA,22543,601,85.2,69,49,39,16,5,4903.11
2023-10-01,Webinar Series 2023,Organic Search,APAC,24771,713,63.15,71,50,30,18,5,5486.95
2023-10-01,Webinar Series 2023,Organic Search,LATAM,19090,826,68.19,72,42,22,10,3,2599.74
2023-10-01,Webinar Series 2023,Referral,North America,10246,620,222.8,134,93,51,34,8,9862.28
2023-10-01,Webinar Series 2023,Referral,EMEA,7327,668,72.89,146,113,81,55,14,19298.21
2023-10-01,Webinar Series 2023,Referral,APAC,10067,806,82.63,188,119,92,49,12,11848.39
2023-10-01,Webinar Series 2023,Referral,LATAM,8634,779,214.56,144,114,59,36,14,16093.97
2023-10-01,Referral Program Pilot,Email,North America,24858,3072,1459.55,636,382,253,143,58,82723.56
2023-10-01,Referral Program Pilot,Email,EMEA,25034,2979,1080.29,519,310,230,99,40,39748.45
2023-10-01,Referral Program Pilot,Email,APAC,21502,3201,676.55,539,426,283,192,77,86954.18
2023-10-01,Referral Program Pilot,Email,LATAM,16606,2328,547.29,388,289,158,72,18,19371.89
2023-10-01,Referral Program Pilot,Paid Search,North America,36507,2676,3185.03,297,223,171,82,16,21918.11
2023-10-01,Referral Program Pilot,Paid Search,EMEA,41594,3672,7311.79,468,265,136,58,17,17794.79
2023-10-01,Referral Program Pilot,Paid Search,APAC,45349,2112,3351.64,261,189,103,67,32,37055.25
2023-10-01,Referral Program Pilot,Paid Search,LATAM,26723,1638,2987.15,219,119,78,49,24,20257.76
2023-10-01,Referral Program Pilot,Paid Social,North America,32174,455,396.88,26,16,10,4,1,1717.19
2023-10-01,Referral Program Pilot,Paid Social,EMEA,27023,424,453.8,24,16,8,3,1,1118.08
2023-10-01,Referral Program Pilot,Paid Social,APAC,22219,413,321.26,24,12,7,2,1,1086.08
2023-10-01,Referral Program Pilot,Paid Social,LATAM,27370,534,509.2,27,14,9,6,1,1026.85
2023-10-01,Referral Program Pilot,Organic Search,North America,37606,1234,121.29,147,90,66,31,8,12115.21
2023-10-01,Referral Program Pilot,Organic Search,EMEA,24468,1039,85.95,105,60,43,18,4,4505.58
2023-10-01,Referral Program Pilot,Organic Search,APAC,35006,1593,218.13,163,105,77,31,14,16457.93
2023-10-01,Referral Program Pilot,Organic Search,LATAM,19948,809,55.22,82,59,30,16,6,5855.98
2023-10-01,Referral Program Pilot,Referral,North America,11101,538,191.1,111,87,69,45,19,24426.6
2023-10-01,Referral Program Pilot,Referral,EMEA,9877,979,211.7,193,127,71,39,10,13913.71
2023-10-01,Referral Program Pilot,Referral,APAC,6519,330,71.77,74,54,32,19,6,5681.55
2023-10-01,Referral Program Pilot,Referral,LATAM,7850,679,142.75,121,76,41,21,8,9045.48
2023-10-01,Reactivation Campaign,Email,North America,21744,2788,1183.14,487,290,201,136,32,53461.14
2023-10-01,Reactivation Campaign,Email,EMEA,20172,1654,881.89,330,239,179,77,19,22986.62
2023-10-01,Reactivation Campaign,Email,APAC,15956,2003,815.41,400,203,131,86,19,23597.86
2023-10-01,Reactivation Campaign,Email,LATAM,15987,1515,651.83,242,130,83,37,15,13394.55
2023-10-01,Reactivation Campaign,Paid Search,North America,53173,1861,1550.85,228,155,93,37,7,11890.19
2023-10-01,Reactivation Campaign,Paid Search,EMEA,36694,1873,2210.31,202,118,94,46,15,16083.26
2023-10-01,Reactivation Campaign,Paid Search,APAC,34341,1119,1031.47,142,83,56,30,7,6549.98
2023-10-01,Reactivation Campaign,Paid Search,LATAM,29938,1031,1382.73,137,108,56,36,11,11525.65
2023-10-01,Reactivation Campaign,Paid Social,North America,41696,868,635.88,38,26,15,8,2,2926.82
2023-10-01,Reactivation Campaign,Paid Social,EMEA,42918,517,467.59,26,18,12,7,2,2039.91
2023-10-01,Reactivation Campaign,Paid Social,APAC,25669,461,499.85,18,9,6,3,1,932.57
2023-10-01,Reactivation Campaign,Paid Social,LATAM,18713,567,378.07,32,17,9,5,1,1068.96
2023-10-01,Reactivation Campaign,Organic Search,North America,31947,1431,131.25,126,72,48,27,7,10428.51
2023-10-01,Reactivation Campaign,Organic Search,EMEA,21351,978,78.19,91,54,40,18,6,7897.44
2023-10-01,Reactivation Campaign,Organic Search,APAC,30312,1751,94.49,198,131,77,46,19,17733.38
2023-10-01,Reactivation Campaign,Organic Search,LATAM,23486,781,74.09,64,44,30,16,6,5215.65
2023-10-01,Reactivation Campaign,Referral,North America,15496,1473,275.29,279,216,135,88,31,39041.32
2023-10-01,Reactivation Campaign,Referral,EMEA,9016,564,218.42,111,60,37,22,5,6970.9
2023-10-01,Reactivation Campaign,Referral,APAC,7116,341,60.88,57,29,21,14,3,2985.44
2023-10-01,Reactivation Campaign,Referral,LATAM,6423,295,96.49,66,39,23,14,6,6415.54
2023-11-01,Spring Launch 2023,Email,North America,31825,3912,1681.44,792,451,322,146,33,54379.9
2023-11-01,Spring Launch 2023,Email,EMEA,31358,4704,2268.99,759,548,299,135,62,59808.11
2023-11-01,Spring Launch 2023,Email,APAC,20374,2248,1271.53,437,314,235,128,62,68699.74
2023-11-01,Spring Launch 2023,Email,LATAM,22977,2930,1268.07,453,334,245,113,48,51401.3
2023-11-01,Spring Launch 2023,Paid Search,North America,44762,3885,7488.2,543,300,186,83,28,37439.62
2023-11-01,Spring Launch 2023,Paid Search,EMEA,57433,2861,4957.43,311,246,160,105,27,33609.87
2023-11-01,Spring Launch 2023,Paid Search,APAC,54936,1905,2836.79,199,148,98,63,27,25730.79
2023-11-01,Spring Launch 2023,Paid Search,LATAM,45072,3208,3944.04,372,294,158,81,26,23389.25
2023-11-01,Spring Launch 2023,Paid Social,North America,52854,764,525.62,36,24,16,6,2,3245.22
2023-11-01,Spring Launch 2023,Paid Social,EMEA,36255,1009,607.53,48,37,28,16,5,5905.74
2023-11-01,Spring Launch 2023,Paid Social,APAC,31762,1033,685.35,55,31,16,9,1,1067.52
2023-11-01,Spring Launch 2023,Paid Social,LATAM,41339,1222,778.69,55,29,22,11,5,4579.95
2023-11-01,Spring Launch 2023,Organic Search,North America,58447,1809,235.55,171,87,67,45,18,27803.11
2023-11-01,Spring Launch 2023,Organic Search,EMEA,45543,1737,128.44,169,95,52,32,11,12103.93
2023-11-01,Spring Launch 2023,Organic Search,APAC,32750,1159,86.91,139,72,49,22,9,9004.13
2023-11-01,Spring Launch 2023,Organic Search,LATAM,24706,1195,80.46,96,62,39,16,3,2819.59
2023-11-01,Spring Launch 2023,Referral,North America,20150,1055,143.06,223,150,86,36,15,19801.24
2023-11-01,Spring Launch 2023,Referral,EMEA,14221,866,300.94,199,129,89,48,16,18175.18
2023-11-01,Spring Launch 2023,Referral,APAC,9491,720,72.27,116,79,55,30,7,8198.26
2023-11-01,Spring Launch 2023,Referral,LATAM,10261,1015,269.51,192,148,77,40,13,14497.81
2023-11-01,Brand Awareness 2023,Email,North America,21889,2854,1095.43,453,322,211,99,34,53768.07
2023-11-01,Brand Awareness 2023,Email,EMEA,32071,3695,1997.13,745,552,345,164,38,40586.31
2023-11-01,Brand Awareness 2023,Email,APAC,16677,2104,604.25,404,226,173,84,25,29034.99
2023-11-01,Brand Awareness 2023,Email,LATAM,22297,1970,456.66,399,203,120,49,10,10642.21
2023-11-01,Brand Awareness 2023,Paid Search,North America,48974,3310,3433.35,370,225,140,69,25,33800.07
2023-11-01,Brand Awareness 2023,Paid Search,EMEA,49978,3755,5819.53,526,403,262,143,63,78404.02
2023-11-01,Brand Awareness 2023,Paid Search,APAC,48392,3416,2511.08,350,241,183,77,28,34585.16
2023-11-01,Brand Awareness 2023,Paid Search,LATAM,27246,2230,3343.49,309,218,160,77,22,18742.3
2023-11-01,Brand Awareness 2023,Paid Social,North America,59674,1803,1416.07,103,72,46,21,6,7276.82
2023-11-01,Brand Awareness 2023,Paid Social,EMEA,34757,791,858.61,33,19,11,6,2,2239.57
2023-11-01,Brand Awareness 2023,Paid Social,APAC,33947,733,537.22,37,23,17,6,1,1137.82
2023-11-01,Brand Awareness 2023,Paid Social,LATAM,34417,1289,1123.81,63,33,25,10,3,2380.3
2023-11-01,Brand Awareness 2023,Organic Search,North America,48984,1042,130.07,84,66,52,26,7,11074.84
2023-11-01,Brand Awareness 2023,Organic Search,EMEA,42427,1418,203.35,151,118,79,53,10,10754.58
2023-11-01,Brand Awareness 2023,Organic Search,APAC,29113,1286,152.79,108,57,34,16,4,4375.91
2023-11-01,Brand Awareness 2023,Organic Search,LATAM,34718,1913,209.14,179,95,66,29,8,7096.36
2023-11-01,Brand Awareness 2023,Referral,North America,17353,1144,303.28,257,202,120,65,26,36204.85
2023-11-01,Brand Awareness 2023,Referral,EMEA,10555,854,327.23,194,111,76,31,12,12764.26
2023-11-01,Brand Awareness 2023,Referral,APAC,13758,1145,128.39,199,108,71,46,12,12271.23
2023-11-01,Brand Awareness 2023,Referral,LATAM,7808,592,125.8,137,74,38,21,4,3734.22
2023-11-01,Retention Push Q1,Email,North America,22140,1919,632.38,289,164,99,40,9,11010.5
2023-11-01,Retention Push Q1,Email,EMEA,28092,4055,1604.32,825,427,300,146,32,36519.46
2023-11-01,Retention Push Q1,Email,APAC,16566,1669,794.85,303,166,114,60,26,31365.33
2023-11-01,Retention Push Q1,Email,LATAM,15164,1823,607.05,280,188,121,61,29,26025.54
2023-11-01,Retention Push Q1,Paid Search,North America,77704,4794,4968.92,578,402,294,194,61,73636.73
2023-11-01,Retention Push Q1,Paid Search,EMEA,46364,3144,5147.8,334,207,127,55,27,37595.7
2023-11-01,Retention Push Q1,Paid Search,APAC,42358,2584,3776.1,345,176,113,63,25,31441.84
2023-11-01,Retention Push Q1,Paid Search,LATAM,28244,1981,2359.07,284,172,112,75,17,15593.74
2023-11-01,Retention Push Q1,Paid Social,North America,65378,1176,1350.48,59,34,18,12,5,8300.17
2023-11-01,Retention Push Q1,Paid Social,EMEA,47350,1106,983.83,63,45,26,16,4,5279.52
2023-11-01,Retention Push Q1,Paid Social,APAC,33636,897,611.32,47,31,20,11,5,4974.49
2023-11-01,Retention Push Q1,Paid Social,LATAM,26706,574,630.93,32,24,14,5,1,1048.26
2023-11-01,Retention Push Q1,Organic Search,North America,49288,1290,155.56,133,79,61,35,14,24003.1
2023-11-01,Retention Push Q1,Organic Search,EMEA,42982,1199,95.2,103,65,34,19,6,7348.86
2023-11-01,Retention Push Q1,Organic Search,APAC,34886,1649,147.23,155,114,65,35,13,15343.89
2023-11-01,Retention Push Q1,Organic Search,LATAM,24028,1129,126.27,109,82,57,34,9,7975.4
2023-11-01,Retention Push Q1,Referral,North America,15347,883,286.03,159,116,64,34,13,20660.97
2023-11-01,Retention Push Q1,Referral,EMEA,15828,1259,276.76,279,212,135,68,33,36311.41
2023-11-01,Retention Push Q1,Referral,APAC,9374,806,90.01,149,89,51,27,9,10156.47
2023-11-01,Retention Push Q1,Referral,LATAM,6859,446,119.91,87,58,32,21,6,6155.13
2023-11-01,Retention Push Q3,Email,North America,32502,4307,992.33,635,374,292,202,90,113899.15
2023-11-01,Retention Push Q3,Email,EMEA,25831,2392,569.95,495,267,154,84,18,18508.25
